session,target,contrast_modulation,amplitude,presence,response_presence,reaction_time
1,1,0,3.9463,1,1,0.5337
1,1,0,3.9463,0,0,0.5809
1,1,1,3.2917,1,1,0.5683
1,1,1,3.2917,0,0,1.0
1,1,1,3.2917,1,1,0.4217
1,1,1,3.2917,1,1,0.398
1,1,1,3.2917,0,0,0.6074
1,1,1,3.2917,1,1,0.5412
1,1,1,3.2917,0,0,0.6262
1,1,1,3.2917,1,1,0.5317
1,1,1,3.2917,1,1,0.7734
1,1,1,3.2917,1,1,0.6805
1,1,1,3.2917,0,0,0.7047
1,1,1,3.2917,1,1,0.466
1,1,1,3.2917,1,1,0.7213
1,1,1,3.2917,0,1,0.6971
1,1,1,3.2917,1,1,0.6989
1,1,1,3.2917,1,0,0.904
1,1,1,3.2917,0,0,0.914
1,1,1,3.2917,0,0,0.6756
1,1,1,3.2917,1,1,0.6439
1,1,1,3.2917,0,1,0.4587
1,1,1,3.2917,0,0,0.6041
1,1,1,3.2917,1,1,0.62
1,1,1,3.2917,0,0,0.6112
1,1,1,3.2917,1,1,0.7247
1,1,1,3.2917,1,0,0.5482
1,1,1,3.2917,0,0,0.5518
1,1,1,3.2917,0,0,0.5053
1,1,1,3.2917,0,0,0.5431
1,1,1,3.2917,0,0,0.7524
1,1,1,3.2917,0,0,0.7582
1,1,1,3.2917,0,0,0.6498
1,1,1,3.2917,0,0,0.5723
1,1,1,3.2917,0,0,0.478
1,1,1,3.2917,1,1,0.4197
1,1,1,3.2917,1,0,0.4853
1,1,1,3.2917,0,0,0.5027
1,1,1,3.2917,1,1,0.5475
1,1,1,3.2917,1,1,0.7456
1,1,1,3.2917,0,0,0.5391
1,1,1,3.2917,1,0,0.9609
1,1,1,3.2917,1,1,0.384
1,1,1,3.2917,0,1,0.7598
1,1,1,3.2917,1,1,0.4416
1,1,1,3.2917,1,0,0.7831
1,1,1,3.2917,1,1,0.4647
1,1,1,3.2917,1,1,0.578
1,1,1,3.2917,1,1,0.4012
1,1,1,3.2917,0,0,0.6174
1,1,1,3.2917,1,0,0.3789
1,1,1,3.2917,0,0,0.5219
1,1,1,3.2917,1,1,0.482
1,1,1,3.2917,1,0,0.7555
1,1,1,3.2917,0,0,0.7867
1,1,1,3.2917,0,0,0.6507
1,1,1,3.2917,0,1,0.4601
1,1,1,3.2917,0,0,0.4754
1,1,1,3.2917,0,0,0.4151
1,1,1,3.2917,0,0,0.4163
1,1,1,3.2917,0,1,0.4382
1,1,1,3.2917,1,1,0.4441
1,1,0,3.9463,0,0,0.8158
1,1,0,3.9463,0,0,0.5908
1,1,0,3.9463,1,1,0.3524
1,1,0,3.9463,1,1,0.4483
1,1,0,3.9463,1,1,0.4395
1,1,0,3.9463,0,1,0.4091
1,1,0,3.9463,0,0,0.4222
1,1,0,3.9463,1,1,0.3639
1,1,0,3.9463,1,1,0.3974
1,1,0,3.9463,0,0,0.4351
1,1,0,3.9463,1,0,1.0
1,1,0,3.9463,1,1,0.6185
1,1,0,3.9463,0,0,1.0
1,1,0,3.9463,1,1,0.5077
1,1,0,3.9463,0,0,0.6589
1,1,0,3.9463,0,0,0.5484
1,1,0,3.9463,0,1,0.3739
1,1,0,3.9463,0,1,0.4117
1,1,0,3.9463,1,1,0.5089
1,1,0,3.9463,1,1,0.5582
1,1,0,3.9463,0,0,0.9484
1,1,0,3.9463,1,1,0.4377
1,1,0,3.9463,0,1,0.5662
1,1,0,3.9463,1,0,0.589
1,1,0,3.9463,0,1,0.4307
1,1,0,3.9463,0,0,0.5589
1,1,0,3.9463,1,1,0.5934
